"코드.번호","CODE","회사명","업종.대.","업종.소.","코스피코스닥","국내여부"
"A101680",101680,"한국정밀기계","기계","공작기계","코스닥",1
"A121890",121890,"에스디시스템","IT서비스","시스템서비스","코스닥",1
"A025870",25870,"신라에스지","식음료","식료품","코스닥",1
"A088290",88290,"이원컴포텍","자동차 및 관련부품","차량 시트","코스닥",1
"A053060",53060,"세동","자동차 및 관련부품","기타 자동차부품","코스닥",1
"A069330",69330,"유아이디","디스플레이 장비 및 부품","디스플레이 부품","코스닥",1
"A123260",123260,"파인넥스","디스플레이 장비 및 부품","디스플레이 부품","코스닥",1
"A239340",239340,"미래에셋제5호스팩","금융","스팩","코스닥",1
"A106080",106080,"지투하이소닉","IT 장비 및 소재","카메라모듈","코스닥",1
"A182690",182690,"테라셈","IT 장비 및 소재","카메라모듈","코스닥",1
"A080440",80440,"에스제이케이","자동차 및 관련부품","전장부품","코스닥",1
"A273060",273060,"엔에이치스팩12호","금융","스팩","코스닥",1
"A291230",291230,"삼성스팩2호","금융","스팩","코스닥",1
"A256630",256630,"엔에이치스팩10호","금융","스팩","코스닥",1
"A256840",256840,"엔에이치스팩11호","금융","스팩","코스닥",1
"A194510",194510,"파티게임즈","미디어 및 엔터","게임","코스닥",1
"A277480",277480,"신한제4호스팩","금융","스팩","코스닥",1
"A284620",284620,"하나금융11호스팩","금융","스팩","코스닥",1
"A317030",317030,"케이비17호스팩","금융","스팩","코스닥",1
"A250930",250930,"케이비제10호스팩","금융","스팩","코스닥",1
"A307070",307070,"SK4호스팩","금융","스팩","코스닥",1
"A291210",291210,"한국제7호스팩","금융","스팩","코스닥",1
"A262830",262830,"대신밸런스제4호스팩","금융","스팩","코스닥",1
"A265480",265480,"미래에셋대우스팩1호","금융","스팩","코스닥",1
"A307750",307750,"대신밸런스제6호스팩","금융","스팩","코스닥",1
"A281740",281740,"동부스팩5호","금융","스팩","코스닥",1
"A192410",192410,"감마누","통신","통신장비","코스닥",1
"A306620",306620,"DB금융스팩6호","금융","스팩","코스닥",1
"A254120",254120,"IBKS제5호스팩","금융","스팩","코스닥",1
"A083470",83470,"KJ프리텍","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A270520",270520,"하나금융10호스팩","금융","스팩","코스닥",1
"A307870",307870,"골든브릿지이안5호","금융","스팩","코스닥",1
"A307160",307160,"하나머스트제6호스팩","금융","스팩","코스닥",1
"A281410",281410,"한국제6호스팩","금융","스팩","코스닥",1
"A309930",309930,"삼성머스트스팩3호","금융","스팩","코스닥",1
"A313750",313750,"유안타제4호스팩","금융","스팩","코스닥",1
"A264850",264850,"IBKS제6호스팩","금융","스팩","코스닥",1
"A265920",265920,"한화수성스팩","금융","스팩","코스닥",1
"A299170",299170,"IBKS제10호스팩","금융","스팩","코스닥",1
"A307180",307180,"신영스팩4호","금융","스팩","코스닥",1
"A261200",261200,"하나금융9호스팩","금융","스팩","코스닥",1
"A287410",287410,"유안타제3호스팩","금융","스팩","코스닥",1
"A303030",303030,"대신밸런스제5호스팩","금융","스팩","코스닥",1
"A267320",267320,"교보7호스팩","금융","스팩","코스닥",1
"A271740",271740,"한국제5호스팩","금융","스팩","코스닥",1
"A307280",307280,"교보8호스팩","금융","스팩","코스닥",1
"A276920",276920,"IBKS제7호스팩","금융","스팩","코스닥",1
"A297570",297570,"IBKS제9호스팩","금융","스팩","코스닥",1
"A232330",232330,"SK3호스팩","금융","스팩","코스닥",1
"A030270",30270,"에스마크","섬유 및 의류","섬유","코스닥",1
"A257730",257730,"신한제3호스팩","금융","스팩","코스닥",1
"A311270",311270,"키움제5호스팩","금융","스팩","코스닥",1
"A279410",279410,"한화에이스스팩4호","금융","스팩","코스닥",1
"A310870",310870,"한국제8호스팩","금융","스팩","코스닥",1
"A310840",310840,"엔에이치스팩13호","금융","스팩","코스닥",1
"A258790",258790,"케이비제11호스팩","금융","스팩","코스닥",1
"A264290",264290,"한화에이스스팩3호","금융","스팩","코스닥",1
"A310200",310200,"미래에셋대우스팩2호","금융","스팩","코스닥",1
"A065160",65160,"에프티이앤이","섬유 및 의류","섬유","코스닥",1
"A149940",149940,"모다","통신","통신장비","코스닥",1
